DID,ShiftSeqNumber,Total_Income,Distance,Income_per_1Kdis,Rank
2061000,1488,96294.05,18470635,5.213358934,364
2061001,1148,73321.5,14961066,4.90082057,1969
2061021,892,94324,16856069,5.595848,1165
2061027,1043,93336.01,18452743,5.058110331,712
2061044,505,50340.58,7905658,6.367664779,6277
2061053,601,61931.5,10218320,6.06082996,5269
2061102,1098,65397.5,13080507,4.999615076,3067
2061155,978,52766.5,10034266,5.258630776,4888
2070054,612,71397.51,11668207,6.118978691,4494
2070066,854,80178.05,14239606,5.630636831,2580
2070093,1279,64276.5,11162954,5.75801889,3182
2070094,322,30836.04,6871312,4.48764952,7195
2070097,172,10652.5,2006226,5.309720839,8246
2070104,1105,87116,17893413,4.868607236,875
2070189,457,20653.5,3696644,5.587094673,7642
2070191,1036,68137.5,12748566,5.344718771,3200
2070195,813,66650.5,10493101,6.351840128,4529
2070202,425,41588.5,9053877,4.593446542,6494
2070210,902,48237.55,9211485,5.236674651,5420
2070226,104,4397.5,744890,5.90355623,8453
2070232,388,43215.5,6589233,6.558502333,6830
2070245,2996,121142,21699099,5.582812448,6
2070249,481,37087,7510845,4.937793284,6755
2070254,812,85275.86,18350193,4.647136954,1366
2070255,412,52100.54,7678235,6.785483904,6400
2070258,873,66428,13785454,4.81870238,3457
2070267,1703,98635.6,19072750,5.171545792,251
2070278,142,7910,1464244,5.402105114,8336
2070279,170,9474.53,1694251,5.592164325,8286
2070288,838,99863.38,17492276,5.708998646,961
2070289,1510,84548,15559895,5.43371276,711
2070297,1110,97336.52,16683366,5.834345419,754
2070303,884,90650.29,16425915,5.518736095,1406
2070307,600,84106,14503610,5.79897005,3026
2070325,831,43658.5,8255213,5.288597641,5876
2070331,742,40537.5,7815581,5.18675451,6225
2070339,718,74185.25,12146839,6.107370815,3924
2070343,1180,114882.5,19530910,5.882086395,301
2070354,720,32493,5725064,5.67556974,6795
2070355,1125,96163.38,16403954,5.862207368,816
2070357,1183,61291.5,11297360,5.425294051,3578
2070377,1164,72265.01,14294309,5.055509154,2158
2070386,1069,78106.5,14513256,5.381735153,2049
2070411,993,99891.5,15866496,6.295750492,969
2070415,1083,101237.35,17320350,5.844994472,625
2070421,1545,73059.5,12847764,5.686553707,1529
2070423,1362,76932,14672819,5.243164248,1342
2070435,1289,72684.5,14204017,5.117179175,1826
2070437,676,34874.5,6359228,5.484077627,6706
2070443,1169,62596,11882444,5.267939828,3376
2070449,1666,82728.5,15730758,5.259028204,572
2070452,1073,76115,14658986,5.192378245,2107
2070453,730,105456.01,17170739,6.14161161,998
2070456,931,90841.02,16138056,5.628993975,1357
2070477,1247,70060.39,13671101,5.12470722,2213
2070480,644,88466.5,13466439,6.569405616,2955
2070482,1308,63211,11543097,5.476086704,3038
2070489,1317,54322.54,10012277,5.425592999,3955
2070515,914,97553,16750006,5.824057615,1027
2070534,688,31414.55,5763107,5.450974622,6858
2070536,976,71998,14670057,4.907820058,2572
2070543,1140,80190.5,16239177,4.938088919,1340
2070558,1201,112343,19735413,5.692457513,306
2070559,431,43452,7073163,6.143220508,6709
2070562,846,93253.5,13901987,6.707925996,2009
2070563,181,10603,1974874,5.36895012,8243
2070574,1287,71163,13938813,5.105384512,1988
2070575,909,62612.5,11840362,5.288056227,4123
2070576,1017,54047,9703731,5.56971334,4823
2070578,1248,68985.5,13195516,5.227950161,2389
2070584,1125,59862.21,11085340,5.400123947,3872
2070595,839,70288.5,14436825,4.86869516,3149
2070609,259,56405.5,13791915,4.089751133,5460
2070630,575,29006.5,5204683,5.573154023,7129
2070633,1228,105387.51,19841426,5.3114887,342
2070649,498,61807.22,9739318,6.346154833,5576
2070651,873,77056.5,13300105,5.793676065,2980
2070677,1137,94374,16555304,5.70052957,825
2070682,1081,83258.61,15392992,5.408864631,1544
2070690,544,50887.01,8864784,5.740355321,6017
2070691,83,4205.5,823693,5.105664368,8460
2070692,847,45644,8507514,5.36513957,5745
2070701,479,41136.5,6699717,6.140035467,6756
2070718,1327,75132.5,13577285,5.533691014,1772
2070723,746,94674.5,14216532,6.659465192,2118
2070743,701,72152.5,13073253,5.519093067,3823
2070766,657,38254.5,7505396,5.096932927,6479
2070778,796,72489.5,12460886,5.817363228,3703
2070787,991,84795.01,17708919,4.788265732,1172
2070792,806,71734.5,14830290,4.837026113,3040
2070804,1171,76635.6,14389098,5.325948854,1883
2070808,1310,62302,12001017,5.191393363,2958
2070831,1137,68153.5,13258815,5.140240663,2749
2070834,752,49558.5,9447876,5.245464695,5616
2070837,1207,110434.5,22767122,4.85061309,218
2070838,1181,68935,13409719,5.140674462,2527
2070845,820,83222,13320094,6.247853806,2783
2070852,1074,107440,17464267,6.151990232,520
2070860,1416,65392,11656406,5.609962453,2557
2070871,329,82695,18856071,4.38559019,2596
2070882,2171,100913,18373350,5.492357137,147
2070884,1171,85850.5,16559012,5.184518255,1010
2070887,973,79239.45,12917567,6.13423952,2676
2070895,1714,82434.5,15213948,5.418350319,581
2070914,1242,63813.5,12015512,5.310926409,3054
2070919,1074,48647,8342173,5.831454227,5214
2070921,298,19770.51,3920387,5.042999581,7812
2070936,591,35337.5,6557612,5.38877567,6780
2070942,1469,77440,14666438,5.280082321,1130
2070945,650,32478.5,6195158,5.242562014,6819
2070960,1429,102688.5,19412479,5.289818987,305
2070962,267,30432,4572467,6.655488164,7526
2070963,745,79095,12489022,6.333162036,3480
2070975,710,61748,13216566,4.672015409,4337
2071000,1528,74213.27,14186749,5.231168184,1228
2071001,1124,78150.07,15970303,4.893461946,1543
2071006,1333,78957,14934258,5.28697174,1270
2071008,825,47326.5,8315668,5.691244528,5761
2080010,1183,72326,14523669,4.979871133,2047
2080013,1034,97874,17719817,5.523420473,706
2080032,768,88749.01,13743320,6.457610679,2479
2080035,1043,59345.5,11633434,5.101288235,3986
2080040,791,77669,13478162,5.762580981,3146
2080043,896,87689.5,14737828,5.949960876,1941
2080048,696,70617,10348119,6.824138764,4644
2080051,864,60044.78,10226749,5.871345821,4773
2080054,1172,79044.55,15583344,5.072374068,1485
2080055,1336,97357,18450672,5.276609979,421
2080065,1042,84114,15992094,5.259723961,1454
2080078,1129,92890,17760762,5.230068395,705
2080081,955,86235,14411610,5.983717295,1949
2080082,847,87042,16130933,5.395968107,1727
2080090,1503,69387,13065945,5.31052289,1744
2080095,1059,51919.52,9564049,5.428612923,4849
2080111,1142,58812.06,10744438,5.47372138,3991
2080134,301,15789.5,3027442,5.215459124,7980
2080143,659,76498.84,12213497,6.263467375,3937
2080171,1187,52541,9687984,5.423316141,4491
2080202,944,56361.5,10396299,5.421304255,4733
2080204,39,2041.5,412898,4.944320389,8536
2080205,1109,113239.5,20108144,5.631524222,319
2080219,1237,69710.51,13115011,5.315322267,2402
2080224,982,42141.4,6952283,6.061519648,5888
2080230,1138,69483.5,13654766,5.088589581,2547
2080241,964,67067.5,12907624,5.195960155,3414
2080257,1132,71400,13594029,5.252305994,2464
2080258,1254,78883.5,15101362,5.223601686,1400
2080259,433,77252,17762465,4.349171131,2947
2080264,628,34345.5,6405418,5.361945153,6777
2080270,968,68372,13763973,4.967461067,3074
2080282,757,89107.5,14099738,6.319798283,2393
2080304,1529,69800,12545882,5.563578551,1786
2080308,707,50519,10693326,4.724348626,5422
2080330,1094,98583.5,16452621,5.991963226,779
2080346,1271,68798.5,12681154,5.425255462,2477
2080358,1212,81069,15976224,5.074352989,1226
2080369,735,42212.1,7831928,5.389745667,6168
2080380,983,90515.5,14704414,6.155668631,1593
2080399,994,61383,12148230,5.052834857,3856
2080410,881,73737.5,15119432,4.877001993,2606
2080419,1368,78597.5,14367406,5.470542142,1328
2080424,1453,74183.45,13826840,5.365177438,1466
2080426,1198,76399.03,14833923,5.150291666,1704
2080444,869,62878,12517821,5.023078697,4029
2080449,930,63867,12774760,4.9994677,3721
2080450,1136,65621.5,12782236,5.133804445,3036
2080451,1527,91089.5,17374549,5.242697235,445
2080462,1170,72528,14337835,5.0585043,2126
2080468,656,72700,12270410,5.924822398,4151
2080478,1027,64343.5,12709741,5.062534319,3445
2080499,1100,79745,14762212,5.401968215,1806
2080504,1012,74294.5,14781343,5.026234761,2314
2080514,1259,63966.3,11733614,5.451542892,3082
2080517,1331,89807.54,16826296,5.337332708,655
2080522,459,55781,8404075,6.637375321,6074
2080524,1282,66234,12616666,5.249722867,2610
2080529,831,49339.25,9345401,5.279521981,5487
2080538,1241,59126,10571301,5.593067495,3741
2080539,1922,109645.1,20426182,5.367870511,116
2080541,494,64460,10669978,6.04124957,5294
2080542,692,55832,11353861,4.917446145,5087
2080549,1132,67716,13172287,5.140792939,2814
2080553,1078,52165,9645276,5.40834705,4780
2080556,2373,124396,23818165,5.222736512,12
2080598,544,82186,18884651,4.351999939,2054
2080599,216,14211.5,2929761,4.850736971,8089
2080600,166,9771,1919665,5.08995059,8268
2080607,1198,64139.5,11728397,5.468735412,3265
2080608,1097,71284.51,13900828,5.128076543,2486
2080617,994,47852.01,8509164,5.623585349,5395
2080623,729,70590.65,12221670,5.7758596,4075
2080635,1322,69971,13415815,5.215560888,2102
2080654,572,86001.5,14232500,6.042613736,3071
2080655,1153,91170.5,17506389,5.207841549,749
2080678,1137,85273.52,14494676,5.883092523,1528
2080685,1069,53499.19,9817769,5.449220694,4707
2080695,681,66387.5,10642709,6.237838505,4811
2080697,689,45561,9539588,4.775992422,5845
2080705,853,94682.5,15556685,6.086290235,1503
2080722,279,13822,2674338,5.168381857,8061
2080725,1197,102737.03,17337240,5.925800762,510
2080727,1335,67219.5,12304522,5.462991573,2499
2080761,1138,49694,8415100,5.905336835,5023
2080767,5,118.5,14259,8.310540711,8636
2080769,503,63753.5,13801625,4.619274904,4608
2080775,418,24077.98,4869740,4.94440771,7487
2080778,1492,76868.05,14062520,5.46616467,1220
2080791,1370,77768.01,15267148,5.093813854,1190
2080802,849,59227.5,10915798,5.425851596,4690
2080804,1056,97233.5,16973288,5.728618992,798
2080806,783,50739,9904500,5.122822959,5418
2080809,1718,78330.44,14276322,5.486738111,776
2080828,436,28882,5861459,4.927442127,7226
2080833,418,51976,8202079,6.336929942,6317
2080842,53,6375,929140,6.86118346,8442
2080848,1067,102826.5,17280979,5.950270526,617
2080866,983,81571.02,13907751,5.865148147,2247
2080877,1316,92342,18812722,4.908486927,468
2080888,430,43931.5,7465728,5.884422792,6645
2080889,237,11561.02,2167209,5.334520113,8178
2080925,1394,86392.5,17263599,5.004315728,614
2080933,1113,56512,10441902,5.412040833,4283
2080964,1164,65944,13158527,5.011503187,2824
2080969,667,55764,9564892,5.830071056,5521
2080976,972,91391.83,15784402,5.790009023,1325
2080983,774,93266,15702912,5.939407926,1708
2080986,1474,83904.5,16156896,5.193107637,697
2080990,830,69515,12779802,5.439442646,3692
2081012,813,88991,15257122,5.832751419,1953
2081013,1051,53465,10035044,5.327829156,4695
2081036,1154,75684,14612586,5.179370715,1921
2081056,402,46323.51,7429644,6.234956884,6626
2081063,815,82943.01,14012712,5.919126148,2595
2081066,1352,55732,9304423,5.989839456,3978
2081071,974,55691.5,10438712,5.335093065,4674
2081082,407,51443,11411158,4.508131427,5805
2081085,1146,61431.5,11510249,5.337113037,3614
2081086,1072,77916.18,15918271,4.89476401,1676
2081107,833,128240.5,22037201,5.819273509,247
2081123,1206,70353.5,13985682,5.030394656,2222
2081128,638,70966.5,11035367,6.430823732,4610
2081143,1026,85955,15364181,5.594505818,1550
2081146,1009,84454.5,16538064,5.106673913,1371
2081158,1228,69775.5,13522935,5.159789646,2319
2081160,1128,74932,14129289,5.303310025,2157
2081198,1648,79016,14283078,5.532140901,852
2081200,1350,67473.51,12091105,5.580425445,2503
2081203,252,13255.5,2602616,5.093144744,8100
2081218,1022,81418.75,16739243,4.863944564,1444
2081219,1106,51867.99,9331399,5.558436629,4800
2081220,620,79473.5,12134009,6.549649007,3902
2081221,1080,56442.5,10428725,5.41221482,4382
2081244,1244,70524.5,13795248,5.1122314,2172
2081246,2598,136791.52,25016257,5.468105001,3
2081252,780,44259.5,8943080,4.949022037,5838
2081254,1686,108647.01,20642120,5.263364906,166
2081261,909,51214.85,9437575,5.426695947,5226
2081268,773,97999,14411431,6.800088069,1808
2081282,973,70213.5,14022433,5.007226635,2885
2081286,1418,61818,10459583,5.910178255,3119
2081288,1208,62504,11583299,5.396044771,3359
2081293,1235,92949,18577491,5.00331288,528
2081295,1145,52709,9981048,5.280908378,4519
2081296,378,19116.01,3696026,5.172044244,7771
2081301,685,37830,6436230,5.877664409,6611
2081323,9,572,110089,5.195796129,8622
2081332,187,10878.5,2125343,5.118467937,8229
2081338,964,97714,16240964,6.016514783,1021
2081342,1032,64093,12771636,5.018386055,3429
2081360,878,70007.51,12069913,5.800166911,3724
2081367,796,76136.5,12918797,5.893466706,3375
2081375,808,80940.5,12697133,6.374706794,3139
2081380,1323,90386,17647806,5.121656482,571
2081383,1511,83165.15,15993986,5.199776341,691
2081386,614,38934.5,6852797,5.681548717,6618
2081393,739,36554,7001867,5.220607589,6483
2081409,617,44346.06,9173454,4.834172603,6057
2081411,568,37791,7395652,5.1098943,6637
2081416,1048,99569,15516282,6.417065635,954
2081429,1289,70947.5,13139413,5.399594335,2199
2081437,1070,79966,16115975,4.961908913,1548
2081451,201,10096.5,1998861,5.051126617,8234
2081453,1160,82219,15912210,5.167038394,1285
2081454,689,35007,6325845,5.533964237,6688
2081458,1574,85755,16018114,5.353626526,575
2081485,915,51329,9356923,5.485670877,5224
2081486,406,23765,4500473,5.280556066,7528
2081488,1616,72050.82,12410206,5.805771476,1513
2081489,1424,89252.01,16966249,5.260562308,558
2081495,1018,54339.5,10335163,5.257730333,4652
2081512,1149,66579.5,12857860,5.178116732,2927
2081531,1108,65238,12504967,5.216966986,3230
2081533,1191,79674,16119557,4.942691663,1283
2081534,784,80258.02,13007101,6.170323426,3156
2081537,1254,57923.5,10327358,5.608743301,3840
2081539,1990,96009,17187268,5.586053583,234
2081540,931,106320.5,16599610,6.404999877,772
2081542,1118,60172.5,11686290,5.148982269,3705
2081551,938,86374.51,15711981,5.497365991,1649
2081555,1048,76971.55,15467751,4.976259962,1905
2081587,938,51350.5,9598231,5.349996265,5135
2081600,515,35004.5,6353547,5.509442206,6905
2081606,466,60717.5,13290062,4.568639334,4948
2081639,46,4219,670858,6.2889613,8490
2081651,653,69084.5,10239266,6.747016827,4846
2081653,619,73896.5,11014630,6.708940745,4525
2081662,1193,88859.87,17382619,5.111995494,778
2081664,713,58691.5,11503436,5.102084282,4884
2081665,818,68060,14178205,4.80032557,3403
2081674,1163,68617.5,12740359,5.385837244,2797
2081681,1015,90210,15054550,5.992208336,1460
2081687,1452,85551.5,15805193,5.412872845,729
2081695,1450,70738,13349083,5.299090582,1733
2081697,819,55670.69,11383452,4.890492796,4812
2081715,309,19437,3803038,5.110913959,7821
2081722,1338,75651,14374181,5.262978113,1533
2081733,676,86506,12854078,6.729848691,3153
2081735,799,50795,9620378,5.279938065,5446
2081739,1003,60297.01,11979391,5.03339527,3940
2081744,130,8208,1618817,5.070369288,8327
2081746,852,97072.5,17016457,5.704624647,1112
2081752,395,48891,7468687,6.546130531,6567
2081756,701,51930,10464566,4.962460937,5425
2081757,1223,60564.5,10725241,5.646912736,3665
2081758,888,79966.5,13788192,5.799636385,2619
2081760,708,64303,13653847,4.709515201,4079
2081761,1111,85147,17094194,4.981047951,1053
2081776,466,19432.51,3272962,5.937285554,7705
2081794,250,14491.5,2827737,5.124769383,8063
2081795,185,7339.5,1211905,6.056167769,8330
2081800,1157,91320.5,17666889,5.169019854,722
2081816,1323,83241,16000265,5.202476334,951
2081820,1385,71188,13146315,5.415053572,1937
2081830,1328,82773.84,15588969,5.309770005,1016
2081845,606,36367.6,7081527,5.13555904,6661
2081848,967,81825,15218352,5.376731988,1931
2081849,1185,63304.5,11551275,5.480304122,3383
2081853,443,28124.51,5714926,4.921237825,7247
2081869,1223,113740.52,20171696,5.638619579,269
2081878,1169,51197.5,9052782,5.655443818,4754
2081883,1201,66059.5,12314642,5.364305353,2960
2081897,485,24625,4698736,5.240771135,7403
2081905,476,31404.5,6082435,5.16314601,7090
2081907,1092,114535.5,19709119,5.811294762,327
2081911,793,50901,9626785,5.287435006,5451
2081927,957,96014.51,19061641,5.037053735,683
2081937,1562,103846.51,18763478,5.534502186,268
2081945,540,72891.5,11409673,6.38857047,4655
2081947,519,28158,5083116,5.539515526,7233
2081951,481,48260.5,7569451,6.375693561,6426
2081965,451,48778.5,8671666,5.625043677,6289
2081972,901,89347.5,14851105,6.016218995,1804
2081973,1155,49088.5,8338554,5.886931955,5029
2081976,331,32945.5,5110144,6.447078595,7341
2081980,702,98406.66,15935491,6.175313958,1595
2081981,1258,81072.01,16196531,5.005516922,1104
2081983,488,24773,4643124,5.335416414,7402
2081996,1082,57370,10317022,5.560713159,4355
2082001,1030,86496.5,17029006,5.079362824,1163
2082010,1042,65333,12286383,5.317512892,3474
2082014,395,56034,12199399,4.59317709,5523
2082016,511,60963.5,8634338,7.060587621,5775
2082019,935,65925,12473983,5.284999988,3682
2082025,1156,70570,13425755,5.256315194,2494
2082026,1088,75904,13768714,5.512787905,2295
2082033,707,28205.08,4644960,6.072190073,7063
2082034,923,82112.38,17198249,4.774461633,1538
2082048,1196,90682,17289592,5.244889527,731
2082057,940,72926.5,14477140,5.037355445,2678
2082058,95,5838.5,1092375,5.34477629,8418
2082075,932,53838.5,10230729,5.262430468,4899
2082076,1560,82554.5,15365987,5.372547823,724
2082078,1065,93236.55,18072810,5.158940419,733
2082098,1219,56819.51,10041894,5.658246343,4087
2082100,1040,70142.05,14250699,4.922007685,2608
2082106,1241,75851.5,14343896,5.288068179,1759
2082116,1015,51689,9562794,5.405219437,4954
2082125,1585,87231,17021888,5.124637173,481
2082126,1637,75700.5,13805856,5.483216687,1041
2082131,677,58566.58,12211203,4.796135156,4814
2082135,953,99561,17501429,5.688735474,806
2082136,919,99284.5,16973512,5.849378726,930
2082138,1142,63700.5,11896722,5.354458144,3385
2082139,874,92820.5,14417846,6.437889543,1810
2082145,688,38214,7253023,5.268699686,6471
2082151,1184,62216,11400359,5.457372,3495
2082156,752,68057,11303922,6.020653716,4409
2082160,1039,101083,17354157,5.824713929,673
2082173,724,78089.1,12975611,6.018144348,3456
2082185,990,48181.09,9127677,5.278570878,5252
2082187,1443,69876.88,12703496,5.500602354,1975
2082190,839,87880,19422009,4.524763633,1015
2082203,678,50883,10494954,4.848329969,5500
2082204,982,69290,13608053,5.091837899,3031
2082212,484,29144,5638889,5.168393987,7189
2082231,983,58146.09,10911101,5.329076323,4423
2082242,1121,82419.5,16526067,4.987242276,1241
2082265,1520,64220,11131725,5.769096883,2473
2082283,1253,70009.54,13139201,5.328295077,2343
